id,YEAR,NI,STOPS,NETWORK,LABOREXP,STAFF,ELECEXP,KWH,TOTCOST,NARROW_T,RACK,TUNNEL,T,Q1,Q2,Q3,CT,PL,PE,PK,VIRAGE,LABOR,ELEC,CAPITAL,LNCT,LNQ1,LNQ2,LNQ3,LNNET,LNPL,LNPE,LNPK,LNSTOP,LNCAP,RAILROAD 
9,89,13,40,84030,8576,138,524,3814,15881,1,0,0,4,872000,14700000,1190969,21259.71,83192.68,0.1839204,4547.918,1,54.00164,3.29954,42.69882,11.65782,13.67854,16.50641,13.99028,4.431174,13.02217,-1.693252,10.11568,3.688879,2.732003,9
9,90,13,40,84030,9303,142,536,4134,16012,1,0,0,5,882000,14700000,1236249,20554.56,84100.24,0.1664397,3970.071,1,58.10017,3.347489,38.55234,11.72396,13.68995,16.50431,14.02759,4.431174,13.13289,-1.793122,10.07966,3.688879,2.732003,9
9,91,13,40,84030,10633,144,534,4033,18310,1,0,0,6,878000,15300000,1238197,21980.79,88643.79,0.1589527,4296.107,1,58.07209,2.916439,39.01147,11.83707,13.6854,16.54114,14.02917,4.431174,13.23153,-1.839148,10.20461,3.688879,2.732003,9
9,92,13,40,84030,11336,147,560,4022,20126,1,0,0,7,891000,15900000,1061662,22562.78,86452.52,0.1560922,4850.924,1,56.32515,2.78247,40.89238,11.88136,13.7001,16.58126,13.87535,4.431174,13.22466,-1.857309,10.34423,3.688879,2.732003,9
9,93,13,40,84030,11577,144,560,3897,19334,1,0,0,8,897000,16200000,1185657,20744.63,86261.63,0.1541848,4059.991,1,59.87897,2.896452,37.22458,11.80965,13.70681,16.60058,13.98581,4.431174,13.23474,-1.869603,10.17854,3.688879,2.732003,9
9,94,13,40,84030,11890,142,591,3959,19715,1,0,0,9,880000,16200000,1442278,20430.05,86769.32,0.1546944,3941.311,1,60.30941,2.997717,36.69287,11.79107,13.68768,16.60256,14.18173,4.431174,13.23731,-1.866304,10.14557,3.688879,2.732003,9
9,95,13,40,84030,11795,141,629,4164,20352,1,0,0,10,915000,16100000,1571118,20895.28,85885.51,0.155089,4482.175,1,57.95499,3.090605,38.9544,11.81103,13.72668,16.59371,14.2673,4.431174,13.22453,-1.863756,10.27162,3.688879,2.732003,9
9,96,13,40,85182,12043,141,630,4199,20100,1,0,0,11,898000,15600000,1150822,20262.1,86100.15,0.1512457,3965.517,1,59.91542,3.134328,36.95025,11.80536,13.70793,16.56534,13.95599,4.44479,13.25212,-1.88885,10.17424,3.688879,2.732003,9
9,97,13,36,85182,11982,140,594,3923,20182,1,0,0,12,889000,16500000,994867,20182,85585.71,0.1514147,4028.602,1,59.36974,2.943217,37.68705,11.80028,13.69785,16.61869,13.81036,4.44479,13.24501,-1.887733,10.18891,3.583519,2.732003,9
10,85,13,48,91036,12653,222,602,5834,23130,1,0,0,0,1036000,24200000,6253343,34419.64,84814.73,0.1535539,4550.926,1,54.70385,2.60268,42.69347,12.32009,13.85088,17.00368,15.64863,4.511255,13.22193,-1.873704,10.29679,3.871201,3.057426,10
10,86,13,48,91036,12832,217,678,6034,23677,1,0,0,1,1060000,25400000,6795244,33536.83,83758.7,0.1591548,4378.489,1,54.19606,2.863539,42.94041,12.25828,13.87378,17.05211,15.73173,4.511255,13.17357,-1.837878,10.22234,3.871201,3.057426,10
10,87,13,48,91036,12917,218,705,6241,22777,1,0,0,2,1095000,28000000,7456476,31900.56,82986.41,0.158211,3898.489,1,56.71072,3.095228,40.19406,12.2142,13.90627,17.14625,15.82459,4.511255,13.17026,-1.843826,10.11217,3.871201,3.057426,10
10,88,13,48,91036,13382,216,613,5469,24255,1,0,0,3,1142000,27400000,7465411,33317.31,85101.24,0.1539647,4348.475,1,55.17213,2.527314,42.30056,12.28486,13.94829,17.12737,15.82579,4.511255,13.22263,-1.871032,10.24861,3.871201,3.057426,10
10,89,13,48,91036,13995,219,749,6524,26330,1,0,0,4,1138000,29100000,9924366,35247.66,85547.67,0.1536906,4603.752,1,53.1523,2.844664,44.00304,12.34297,13.94478,17.18676,16.1105,4.511255,13.22964,-1.872814,10.30744,3.871201,3.057426,10
10,90,13,17,91036,16096,228,780,6639,29561,1,0,0,5,1146000,29100000,8721849,37947.37,90624.51,0.1508185,4976.68,1,54.45012,2.638612,42.91127,12.43563,13.95179,17.18539,15.98134,4.511255,13.30616,-1.891678,10.4042,2.833213,3.057426,10
10,91,13,48,91036,17612,229,825,6655,31712,1,0,0,6,1149000,32200000,7169108,38069.63,92326.88,0.1488199,4494.184,1,55.53733,2.601539,41.86113,12.45219,13.9544,17.289,15.78529,4.511255,13.33811,-1.905019,10.31556,3.871201,3.057426,10
10,92,13,48,91036,19445,232,935,6925,33306,1,0,0,7,1145000,32400000,6211493,37338.56,93962.62,0.1513655,3813.429,1,58.38287,2.807302,38.80983,12.41584,13.95092,17.29416,15.64191,4.511255,13.33871,-1.888058,10.13434,3.871201,3.057426,10
10,93,13,48,91036,20359,229,977,7140,34566,1,0,0,8,1156000,32600000,5693695,37087.98,95390.48,0.1468184,3802.646,1,58.89892,2.826477,38.2746,12.43961,13.96048,17.30053,15.55487,4.511255,13.38429,-1.918559,10.16201,3.871201,3.057426,10
10,94,13,48,91036,20340,220,1084,6947,34686,1,0,0,9,1155000,31400000,5925618,35944.04,95807.82,0.161698,3734.512,1,58.64037,3.12518,38.23445,12.31174,13.95961,17.26149,15.5948,4.511255,13.29212,-1.822025,10.0474,3.871201,3.057426,10
10,95,13,51,91036,20053,215,1029,7070,34224,1,0,0,10,1153000,26500000,5632516,35137.58,95759.52,0.1494297,3706.817,1,58.59338,3.006662,38.39996,12.36796,13.95788,17.09326,15.54407,4.511255,13.37052,-1.900929,10.11886,3.931826,3.057426,10
10,96,13,51,98666,19047,203,1036,7081,33337,1,0,0,11,1153000,24900000,4177427,33605.85,94584.27,0.1474869,3746.743,1,57.13472,3.107658,39.75763,12.33647,13.95788,17.03058,15.24521,4.591741,13.37126,-1.914016,10.14266,3.931826,3.057426,10
10,97,13,51,98666,17779,197,1204,7020,31505,1,0,0,12,1146000,22800000,4046039,31505,90248.73,0.17151,3364.32,1,56.43231,3.821616,39.74607,12.12102,13.95179,16.94258,15.21325,4.591741,13.17344,-1.763114,9.884095,3.931826,3.057426,10
11,85,12,17,10439,2112,40,121,1369,3564,1,1,0,0,164000,3631000,5921,5303.571,78571.43,0.1315263,3487.068,1,59.25926,3.395062,37.34568,10.60468,12.00762,15.10502,8.68626,2.345549,13.30031,-2.028548,10.18536,2.833213,3.60352,11
11,86,12,17,10439,2287,40,133,1338,3785,1,1,0,1,168000,3575000,5967,5361.19,80984.42,0.1407962,3403.922,1,60.42272,3.51387,36.06341,10.54738,12.03172,15.08948,8.693999,2.345549,13.26245,-1.960442,10.09313,2.833213,3.60352,11
11,87,12,17,10439,2346,40,139,1438,3962,1,1,0,2,171000,4114000,7023,5549.02,82142.86,0.135381,3802.624,1,59.21252,3.508329,37.27915,10.62104,12.04942,15.22991,8.856946,2.345549,13.31588,-1.999662,10.24311,2.833213,3.60352,11
11,88,12,17,10439,2494,40,140,1462,3922,1,1,0,3,171000,3766000,7927,5387.363,85645.61,0.1315374,3455.529,1,63.59,3.569607,32.84039,10.62028,12.04942,15.14152,8.97803,2.345549,13.38644,-2.028464,10.1762,2.833213,3.60352,11
11,89,12,17,10439,2503,40,139,1461,4296,1,1,0,4,172000,3654000,8180,5751.004,83768.41,0.1273632,3531.404,1,58.2635,3.235568,38.50093,10.71784,12.05525,15.11133,9.009447,2.345549,13.39652,-2.060712,10.23016,2.833213,3.60352,11
11,90,12,17,10439,2581,39,146,1499,4471,1,1,0,5,177000,3844000,5213,5739.41,84954.41,0.1250299,3481.754,1,57.72758,3.265489,39.00694,10.73431,12.08391,15.16202,8.55891,2.345549,13.42907,-2.079203,10.23449,2.833213,3.60352,11
11,91,12,17,10439,2735,37,179,1592,4638,1,1,0,6,178000,4050000,2533,5567.827,88738.2,0.1349786,3218.706,1,58.96938,3.859422,37.1712,10.6274,12.08954,15.21423,7.83716,2.345549,13.39608,-2.002639,10.07937,2.833213,3.60352,11
11,92,12,17,10439,2852,36,198,1664,4790,1,1,0,7,180000,3992000,1302,5369.955,88814.15,0.1333973,3033.706,1,59.54071,4.133612,36.32568,10.603,12.10071,15.1998,7.171657,2.345549,13.40872,-2.014423,10.03196,2.833213,3.60352,11
11,93,12,17,10439,2740,34,188,1419,4562,1,1,0,8,174000,3856000,1206,4894.85,86468.06,0.1421542,2726.624,1,60.06138,4.120999,35.81762,10.44678,12.06681,15.16514,7.095064,2.345549,13.31837,-1.950843,9.861663,2.833213,3.60352,11
11,94,12,17,10439,2459,34,200,1400,4556,1,1,0,9,168000,3643000,1156,4721.244,74946.66,0.1480385,3057.237,1,53.97278,4.389816,41.6374,10.37011,12.03172,15.10832,7.052721,2.345549,13.13482,-1.910283,9.93555,2.833213,3.60352,11
11,95,12,17,10439,2227,28,215,1503,4484,1,1,0,10,170000,3637000,150,4603.696,81658.84,0.1468658,3260.512,1,49.66548,4.794826,45.5397,10.35285,12.04355,15.10667,5.010635,2.345549,13.22854,-1.918236,10.00788,2.833213,3.60352,11
11,96,12,17,10439,2149,28,211,1478,4694,1,1,0,11,171000,3450000,352,4731.855,77368.95,0.1439118,3659.133,1,45.78185,4.4951,49.72305,10.40063,12.04942,15.05388,5.863631,2.345549,13.1949,-1.938555,10.14354,2.833213,3.60352,11
12,85,13,39,75027,16590,289,997,10693,27241,1,0,0,0,1221000,44800000,1254261,40537.2,85423.88,0.1387479,3989.467,1,60.90085,3.659924,35.43923,12.58507,14.01518,17.61734,14.04206,4.317848,13.33048,-1.975097,10.26651,3.663562,3.45143,12
12,86,13,39,75027,17100,290,1096,11019,27971,1,0,0,1,1236000,44400000,1459969,39618.98,83520.56,0.1408847,3792.279,1,61.13475,3.918344,34.94691,12.54688,14.02739,17.60949,14.19393,4.317848,13.29266,-1.959814,10.20054,3.663562,3.45143,12
12,87,13,39,75027,17372,290,1166,10740,29253,1,0,0,2,1252000,47400000,1837978,40970.59,83898.39,0.1520534,4110.381,1,59.38536,3.985916,36.62872,12.50413,14.04025,17.67337,14.42418,4.317848,13.22089,-1.883524,10.20479,3.663562,3.45143,12
12,88,13,39,75027,18763,301,1240,10979,32618,1,0,0,3,1242000,50500000,2285236,44804.95,85625.76,0.1551413,4704.941,1,57.52345,3.801582,38.67496,12.57349,14.03223,17.73806,14.64198,4.317848,13.22116,-1.863419,10.31979,3.663562,3.45143,12
12,89,13,39,75027,20180,307,1310,10891,33761,1,0,0,4,1224000,53800000,1860087,45195.45,87995.85,0.1610212,4294.651,1,59.77311,3.880217,36.34667,12.54497,14.01763,17.80065,14.43613,4.317848,13.21126,-1.82622,10.19135,3.663562,3.45143,12
12,90,13,39,75027,22608,309,1383,10999,36647,1,0,0,5,1220000,56100000,2248506,47043.65,93921.76,0.1614104,4199.139,1,61.69127,3.773842,34.53489,12.58264,14.01436,17.84206,14.62578,4.317848,13.27402,-1.823805,10.16644,3.663562,3.45143,12
12,91,13,39,74905,24996,309,1437,11168,43349,1,0,0,6,1210000,59600000,1122211,52039.62,97110.69,0.1544672,5248.727,1,57.66223,3.314955,39.02281,12.72753,14.00613,17.90313,13.93081,4.316221,13.35138,-1.867773,10.43351,3.663562,3.45143,12
12,92,13,39,74905,26057,311,1412,10617,44675,1,0,0,7,1220000,56700000,871106,50084.08,93928.88,0.1490967,4911.953,1,58.32569,3.160604,38.51371,12.72462,14.01436,17.85267,13.67752,4.316221,13.35345,-1.90316,10.40259,3.663562,3.45143,12
12,93,13,39,74905,26765,307,1456,10970,43549,1,0,0,8,1235000,57200000,977202,46726.39,93543.36,0.1424095,3776.43,1,61.45951,3.34336,35.19713,12.70111,14.02658,17.86269,13.79245,4.316221,13.39523,-1.949049,10.18558,3.663562,3.45143,12
12,94,13,39,74905,26329,296,1427,10438,42511,1,0,0,9,1210000,59500000,1333654,44052.85,92175.47,0.1416705,3510.943,1,61.93456,3.356778,34.70866,12.6474,14.00613,17.90107,14.10343,4.316221,13.3857,-1.954252,10.11789,3.663562,3.45143,12
12,95,13,39,74905,26122,295,1674,10809,45266,1,0,0,10,1194000,57800000,1216194,46474.33,90912.89,0.1590051,4137.565,1,57.70777,3.69814,38.59409,12.58547,13.99282,17.87317,14.01124,4.316221,13.25648,-1.838819,10.16668,3.663562,3.45143,12
12,96,13,39,75241,26151,292,1674,11435,43404,1,0,0,11,1196000,54700000,716429,43754.03,90280.46,0.1475732,3691.734,1,60.25021,3.856787,35.89301,12.59977,13.99449,17.81768,13.48203,4.320696,13.32411,-1.913431,10.12728,3.663562,3.45143,12
12,97,13,39,75241,28304,316,1653,11399,46244,1,0,0,12,1188000,55900000,628269,46244,89569.62,0.1450127,3806.263,1,61.20578,3.574518,35.21971,12.67262,13.98778,17.83848,13.35072,4.320696,13.3337,-1.930934,10.17534,3.663562,3.45143,12
13,85,13,8,6209,1722,31,149,1333,2871,1,1,0,0,95000,1509000,5953,4272.321,82661.29,0.1663362,3855.169,1,59.9791,5.189829,34.83107,10.15366,11.46163,14.22696,8.69165,1.826,13.11625,-1.793744,10.05091,2.079442,3.151181,13
13,86,13,8,6209,1895,33,148,1351,3021,1,1,0,1,92000,1522000,5393,4279.037,81337.46,0.1551678,3588.78,1,62.72757,4.89904,32.37339,10.22473,11.42954,14.23554,8.592857,1.826,13.16961,-1.863248,10.04882,2.079442,3.151181,13
13,87,13,8,6209,1803,33,163,1556,3288,1,1,0,2,97000,1597000,5723,4605.042,76521.52,0.1467168,4796.737,1,54.83577,4.957421,40.20681,10.35416,11.48247,14.28364,8.652248,1.826,13.16458,-1.919251,10.39494,2.079442,3.151181,13
13,88,13,8,6209,1885,33,209,1959,3979,1,1,0,3,99000,1650000,5487,5465.66,78463.2,0.1465482,4885.445,1,47.37371,5.252576,47.37371,10.52664,11.50288,14.31629,8.610137,1.826,13.19079,-1.920401,10.41442,2.079442,3.151181,13
13,89,13,8,6209,1979,34,183,1954,3878,1,1,0,4,88000,1582000,5981,5191.433,77919.52,0.1253736,3765.883,1,51.03146,4.718927,44.24961,10.63122,11.38509,14.2742,8.696343,1.826,13.33989,-2.076458,10.3102,2.079442,3.151181,13
13,90,13,8,6209,2156,34,225,2090,4798,1,1,0,5,90000,1719000,5419,6159.179,81401.5,0.138197,5086.387,1,44.93539,4.689454,50.37516,10.70477,11.40757,14.35725,8.597667,1.826,13.28622,-1.979075,10.5134,2.079442,3.151181,13
13,91,13,8,6209,2383,34,153,1320,4671,1,1,0,6,65000,1689000,5048,5607.443,84139.54,0.1391466,4201.681,1,51.01691,3.27553,45.70756,10.60408,11.08214,14.33965,8.526748,1.826,13.31246,-1.972227,10.31547,2.079442,3.151181,13
13,92,13,8,6209,2493,33,207,1608,4572,1,1,0,7,92000,1532000,5364,5125.561,84692.21,0.1443176,3440.417,1,54.52756,4.527559,40.94489,10.47773,11.42954,14.24208,8.587465,1.826,13.28252,-1.935739,10.07909,2.079442,3.151181,13
13,93,13,8,6209,2588,33,228,1660,4769,1,1,0,8,89000,1889000,3899,5116.953,84146.19,0.1473706,3032.552,1,54.26714,4.780877,40.95198,10.45512,11.39639,14.45156,8.268476,1.826,13.25512,-1.914805,9.931964,2.079442,3.151181,13
13,94,13,8,6209,2475,32,219,1616,4785,1,1,0,9,90000,1722000,3517,4958.549,80148.97,0.140435,3135.802,1,51.72414,4.576803,43.69906,10.47188,11.40757,14.359,8.165363,1.826,13.25465,-1.96301,10.01365,2.079442,3.151181,13
13,95,13,8,6209,2522,32,226,1693,4919,1,1,0,10,93000,1681000,2578,5050.308,80916.33,0.1370543,3225.691,1,51.27058,4.59443,44.13499,10.51458,11.44035,14.3349,7.854769,1.826,13.28855,-1.987378,10.06628,2.079442,3.151181,13
13,96,13,8,6209,2480,32,225,1695,4866,1,1,0,11,97000,1455000,2238,4905.242,78125,0.1338139,3152.572,1,50.96589,4.623921,44.41019,10.50937,11.48247,14.19052,7.713338,1.826,13.27737,-2.011306,10.06728,2.079442,3.151181,13
13,97,13,8,6209,2371,30,212,1611,4932,1,1,0,12,95000,1542000,1920,4932,79033.34,0.1315953,3399.421,1,48.0738,4.298459,47.62774,10.53152,11.46163,14.24859,7.560081,1.826,13.30565,-2.028024,10.15938,2.079442,3.151181,13
14,85,13,14,22370,1600,29,52,735,2353,1,0,0,0,214000,2598000,12934,3501.488,82101.8,0.1052802,2897.652,1,67.9983,2.209945,29.79176,10.41207,12.27373,14.77025,9.467615,3.107721,13.56684,-2.25113,10.22279,2.639057,3.048842,14
14,86,13,14,22370,1551,28,82,698,2428,1,0,0,1,197000,2597000,11340,3439.094,78460.14,0.1664002,3127.951,1,63.87974,3.377265,32.743,9.936323,12.19096,14.76987,9.336092,3.107721,13.06371,-1.79336,9.841494,2.639057,3.048842,14
14,87,13,14,22370,1505,28,59,619,2357,1,0,0,2,220000,3007000,11360,3301.121,75280.12,0.1334944,3085.123,1,63.85236,2.503182,33.64446,10.11571,12.30138,14.91645,9.337853,3.107721,13.24267,-2.013695,10.04804,2.639057,3.048842,14
14,88,13,14,22370,1636,28,84,706,3360,1,0,0,3,227000,2774000,10785,4615.385,80259.03,0.1634343,4179.494,1,48.69048,2.5,48.80952,10.2485,12.33271,14.8358,9.285912,3.107721,13.10436,-1.811344,10.14929,2.639057,3.048842,14
14,89,13,14,22370,1510,25,95,998,3626,1,0,0,4,231000,2954000,10681,4854.083,80856.77,0.1274302,4577.815,1,41.64368,2.619967,55.73635,10.54776,12.35017,14.89867,9.276221,3.107721,13.36062,-2.060186,10.48916,2.639057,3.048842,14
14,90,13,14,22370,1730,27,101,739,4042,1,0,0,5,218000,2601000,14017,5188.704,82251.7,0.1754444,5426.873,1,42.80059,2.498763,54.70064,10.29467,12.29225,14.77141,9.548026,3.107721,13.05797,-1.740433,10.33955,2.639057,3.048842,14
14,91,13,14,22370,1937,27,132,1212,3674,1,0,0,6,238000,3042000,10780,4410.564,86123.34,0.1307454,3684.074,1,52.72183,3.592814,43.68536,10.42626,12.38003,14.92803,9.285448,3.107721,13.39804,-2.034504,10.24628,2.639057,3.048842,14
14,92,13,14,22370,2067,27,151,1896,3886,1,0,0,7,233000,2929000,9451,4356.502,85824.61,0.089284,3418.565,1,53.19094,3.885744,42.92332,10.79536,12.35879,14.89017,9.153876,3.107721,13.77599,-2.415933,10.55291,2.639057,3.048842,14
14,93,13,14,22370,2075,26,153,1115,4581,1,0,0,8,219000,4471000,9969,4915.236,85630.57,0.1472315,4360.411,1,45.29579,3.339882,51.36433,10.41584,12.29683,15.31312,9.207235,3.107721,13.27355,-1.915749,10.29607,2.639057,3.048842,14
14,94,13,14,22370,2115,26,157,1121,4406,1,0,0,9,233000,4307000,9516,4565.803,84296.53,0.1451332,3578.316,1,48.00272,3.563323,48.43395,10.35645,12.35879,15.27575,9.160729,3.107721,13.2722,-1.930103,10.11275,2.639057,3.048842,14
14,95,13,14,22370,2162,26,169,1220,4482,1,0,0,10,247000,4410000,6944,4601.643,85373.56,0.1422224,3361.368,1,48.23739,3.770638,47.99197,10.38453,12.41714,15.29939,8.845634,3.107721,13.30515,-1.950363,10.07047,2.639057,3.048842,14
14,96,13,14,22370,2225,26,184,1427,4601,1,0,0,11,252000,3210000,6916,4638.105,86267.06,0.1299817,3363.284,1,48.35905,3.999131,47.64182,10.48242,12.43718,14.98178,8.841593,3.107721,13.40556,-2.040362,10.16103,2.639057,3.048842,14
14,97,13,14,22370,2419,27,179,1282,4841,1,0,0,12,254000,3337000,5652,4841,89592.59,0.1396256,3414.003,1,49.96901,3.697583,46.3334,10.45367,12.44509,15.02058,8.639765,3.107721,13.37182,-1.968791,10.10443,2.639057,3.048842,14
15,85,13,16,23138,2825,55,130,1364,4351,1,1,0,0,349000,6053000,17024,6474.703,76433.98,0.1418273,2132.835,1,64.9276,2.987819,32.08458,10.7288,12.76283,15.61607,9.742379,3.141476,13.19733,-1.953146,9.618353,2.772589,3.065937,15
15,86,13,16,23138,2944,53,129,1361,4519,1,1,0,1,334000,6191000,14648,6400.85,78678.71,0.1342539,2275.732,1,65.14716,2.854614,31.99823,10.77221,12.7189,15.63861,9.592059,3.141476,13.28115,-2.008023,9.73808,2.772589,3.065937,15
15,87,13,16,23138,2951,55,141,1480,4646,1,1,0,2,351000,6640000,15754,6507.003,75146.42,0.1334317,2418.301,1,63.517,3.034869,33.44813,10.7948,12.76854,15.70862,9.664849,3.141476,13.24136,-2.014165,9.804986,2.772589,3.065937,15
15,88,13,16,23138,3206,55,169,1773,5647,1,1,0,3,374000,6654000,15485,7756.868,80069.93,0.1309322,3127.134,1,56.77351,2.992739,40.23375,10.98941,12.83201,15.71073,9.647627,3.141476,13.32373,-2.033075,10.08095,2.772589,3.065937,15
15,89,13,16,23138,3283,53,175,1812,5887,1,1,0,4,373000,6351000,19798,7880.857,82922.89,0.1292883,2929.436,1,55.76694,2.972652,41.2604,11.0179,12.82933,15.66412,9.893336,3.141476,13.37138,-2.04571,10.02828,2.772589,3.065937,15
15,90,13,16,23948,3495,54,192,1930,6397,1,1,0,5,350000,6264000,16218,8211.811,83083.73,0.1277046,3134.071,1,54.63499,3.001407,42.36361,11.07136,12.76569,15.65033,9.693877,3.175885,13.38564,-2.058036,10.10812,2.772589,3.065937,15
15,91,13,17,23948,4087,57,226,2155,7278,1,1,0,6,377000,6743000,15524,8737.095,86076.54,0.1258972,3206.688,1,56.15554,3.105249,40.73922,11.14762,12.84,15.72402,9.650143,3.175885,13.43528,-2.072289,10.14528,2.833213,3.065937,15
15,92,13,17,23948,4185,56,247,2008,7963,1,1,0,7,400000,6743000,15095,8927.13,83780.43,0.1379013,3406.644,1,52.55557,3.101846,44.34259,11.07807,12.89922,15.72402,9.622119,3.175885,13.31717,-1.981217,10.1147,2.833213,3.065937,15
15,93,13,17,23948,4406,56,257,2030,7938,1,1,0,8,370000,7214000,13351,8517.168,84419.07,0.135838,3024.052,1,55.50517,3.237591,41.25724,11.04613,12.82126,15.79153,9.499347,3.175885,13.33984,-1.996292,10.01064,2.833213,3.065937,15
15,94,13,17,23948,4232,54,253,2019,7714,1,1,0,9,394000,6921000,13603,7993.783,81212.82,0.1298545,2879.616,1,54.86129,3.279751,41.85896,11.02776,12.88411,15.75007,9.518045,3.175885,13.34617,-2.041341,10.00675,2.833213,3.065937,15
15,95,13,17,23948,4234,52,277,2073,7825,1,1,0,10,442000,6291000,8212,8033.881,83596.59,0.1371897,2928.11,1,54.10863,3.539936,42.35144,10.97781,12.99907,15.65463,9.013351,3.175885,13.32015,-1.986391,9.968503,2.833213,3.065937,15
15,96,13,17,23948,4277,52,291,2346,7919,1,1,0,11,385000,5858000,7186,7982.863,82913.3,0.1250412,2907.078,1,54.00935,3.674706,42.31595,11.06416,12.861,15.58332,8.87989,3.175885,13.40466,-2.079112,10.05402,2.833213,3.065937,15
15,97,13,17,23948,4519,52,284,2244,8373,1,1,0,12,385000,6181000,7092,8373,86903.84,0.1265597,3072.289,1,53.9711,3.391855,42.63705,11.09981,12.861,15.63699,8.866723,3.175885,13.4396,-2.067041,10.09722,2.833213,3.065937,15
16,85,13,12,17088,3328,62,186,1424,5736,1,1,0,0,222000,5966000,44095,8535.715,79877.11,0.194372,3955.2,1,58.01953,3.242678,38.73779,10.69,12.31043,15.60159,10.6941,2.838377,12.92623,-1.637981,9.920768,2.484907,3.850147,16
16,86,13,12,17088,3452,62,176,1385,5874,1,1,0,1,216000,6027000,35526,8320.113,78863.2,0.1799941,3805.387,1,58.76745,2.996255,38.2363,10.74126,12.28303,15.61176,10.47802,2.838377,12.9903,-1.714831,9.959004,2.484907,3.850147,16
16,87,13,12,17088,3457,62,180,1462,6314,1,1,0,2,230000,6616000,33390,8843.138,78092.53,0.1724356,4617.364,1,54.75135,2.850808,42.39785,10.84513,12.34583,15.705,10.41601,2.838377,13.02338,-1.757731,10.19531,2.484907,3.850147,16
16,88,13,12,17088,3722,62,226,1653,6974,1,1,0,3,266000,6618000,30970,9579.671,82461.9,0.1878037,4744.97,1,53.36966,3.240608,43.38973,10.83976,12.49125,15.7053,10.34077,2.838377,12.99245,-1.672358,10.1372,2.484907,3.850147,16
16,89,13,12,17088,3945,64,219,1564,7578,1,1,0,4,207000,6775000,31970,10144.58,82517.57,0.1874506,4856.834,1,52.05859,2.889945,45.05146,10.89893,12.24047,15.72875,10.37255,2.838377,12.99501,-1.67424,10.16238,2.484907,3.850147,16
16,90,13,12,17088,4294,64,217,1583,7506,1,1,0,5,199000,5867000,28620,9635.431,86128.05,0.1759711,4085.731,1,57.20757,2.891021,39.90141,10.91064,12.20106,15.58485,10.26186,2.838377,13.10103,-1.737435,10.05269,2.484907,3.850147,16
16,91,13,12,17088,4840,66,226,1655,8618,1,1,0,6,206000,6224000,32109,10345.74,88035.21,0.1639326,4531.462,1,56.16152,2.622418,41.21606,11.05263,12.23563,15.64392,10.37689,2.838377,13.19379,-1.8083,10.2271,2.484907,3.850147,16
16,92,13,12,17088,5253,69,225,1631,9039,1,1,0,7,213000,6596000,27381,10133.41,85348.02,0.1546549,4242.458,1,58.11483,2.489213,39.39595,11.09015,12.26905,15.70197,10.2176,2.838377,13.22105,-1.866559,10.21946,2.484907,3.850147,16
16,93,13,12,17088,5214,68,260,1681,9348,1,1,0,8,203000,6583000,26375,10030.04,82270.89,0.1659548,4417.271,1,55.77664,2.781344,41.44202,11.00938,12.22096,15.7,10.18017,2.838377,13.11381,-1.79604,10.18932,2.484907,3.850147,16
16,94,13,12,17088,5255,67,260,1716,8693,1,1,0,9,234000,6885000,32943,9008.29,81277.55,0.1570105,3499.75,1,60.45094,2.990912,36.55815,10.95734,12.36308,15.74486,10.40253,2.838377,13.15707,-1.851442,10.01189,2.484907,3.850147,16
16,95,13,12,17088,5343,66,270,1253,9286,1,1,0,10,332000,6277000,20686,9533.881,83115.55,0.221235,4007.489,1,57.53823,2.907603,39.55416,10.67114,12.71289,15.6524,9.937212,2.838377,12.83652,-1.50853,9.80445,2.484907,3.850147,16
16,96,13,12,17088,5484,65,274,1878,8939,1,1,0,11,306000,5791000,9379,9011.089,85049.63,0.1470765,3407.708,1,61.34914,3.06522,35.58564,11.02301,12.63134,15.57182,9.146229,2.838377,13.26779,-1.916802,10.0506,2.484907,3.850147,16
16,97,13,12,17088,5496,64,267,1756,8794,1,1,0,12,300000,5658000,8393,8794,85875,0.1520501,3221.042,1,62.49716,3.036161,34.46668,10.96537,12.61154,15.54858,9.035153,2.838377,13.24419,-1.883545,9.961005,2.484907,3.850147,16
17,85,13,10,18363,2471,51,154,1318,4192,1,1,0,0,158000,2871000,6416,6238.095,72099.67,0.1738746,2268.332,1,58.94561,3.673664,37.38073,10.48785,11.97035,14.87017,8.76655,2.910338,12.93523,-1.749421,9.476221,2.302585,3.127558,17
17,86,13,10,18363,2706,51,166,1285,4481,1,1,0,1,150000,2661000,18348,6347.026,75154.14,0.1829786,2216.962,1,60.38831,3.70453,35.90717,10.45413,11.91839,14.79421,9.817276,2.910338,12.92568,-1.698386,9.402279,2.302585,3.127558,17
17,87,13,10,18363,2706,51,171,1374,4481,1,1,0,2,153000,2808000,52202,6275.911,74312.08,0.1743055,2185.31,1,60.38831,3.816113,35.79558,10.49142,11.93819,14.84798,10.86288,2.910338,12.96297,-1.746946,9.436459,2.302585,3.127558,17
17,88,13,10,18363,2622,44,164,1356,5550,1,1,0,3,166000,2964000,36425,7623.626,81855.65,0.1661318,3693.291,1,47.24324,2.954955,49.8018,10.73398,12.01974,14.90205,10.50301,2.910338,13.10769,-1.794974,10.00925,2.302585,3.127558,17
